-16.1242,-7.9692,1.8476
-16.1167,-8.0632,1.7770
-16.1210,-8.4483,1.8179
-16.1368,-8.7198,1.9682
-16.2211,-8.1600,1.8628
-16.2212,-8.3498,1.8634
-16.2203,-8.5410,1.8533
-16.3161,-7.6848,1.8627
-16.3306,-7.8901,2.0936
-16.3301,-7.9798,2.0848
-16.3085,-8.0627,1.7414
-16.3162,-8.1600,1.8642
-16.3114,-8.2563,1.7886
-16.3059,-8.5532,1.7012
-16.3193,-8.6299,1.9132
-16.4053,-8.1600,1.7301
-16.4115,-8.3487,1.8766
-16.4090,-8.6393,1.8184
-16.5027,-6.8623,1.7282
-16.5007,-7.0484,1.6365
-16.5022,-7.1676,1.7069
-16.5033,-7.6748,1.7598
-16.5018,-8.3565,1.6870
-16.6000,-6.9536,1.6763
-16.6000,-7.0256,1.5386
-16.6000,-7.3576,1.6311
-16.6000,-7.5518,1.5603
-16.6000,-7.6765,1.7750
-16.6000,-7.7755,1.7963
-16.6000,-7.9711,1.8680
-16.6000,-8.3490,1.8655
-16.6000,-8.4472,1.8103
-16.6989,-6.7340,1.6530
-16.7027,-7.0094,1.4704
-16.6988,-7.1570,1.6573
-16.6992,-7.3586,1.6378
-16.6973,-7.4743,1.7323
-16.6999,-7.5575,1.6066
-16.6970,-7.6731,1.7437
-16.6918,-7.9764,1.9949
-16.6971,-8.1600,1.7390
-16.6921,-8.2521,1.9803
-16.6941,-8.3482,1.8847
-16.6934,-8.4406,1.9154
-16.7998,-6.9350,1.6083
-16.7954,-7.1681,1.7124
-16.7931,-7.6754,1.7687
-16.7930,-7.7730,1.7706
-16.7910,-7.8730,1.8171
-16.7919,-7.9679,1.7956
-16.7891,-8.0654,1.8635
-16.7928,-8.1600,1.7750
-16.7958,-8.2580,1.7028
-16.7936,-8.4509,1.7552
-16.8988,-6.8315,1.6261
-16.8884,-7.0828,1.7914
-16.8960,-7.1581,1.6709
-16.8969,-7.3604,1.6567
-16.8985,-7.5595,1.6308
-16.8885,-7.6770,1.7888
-16.8893,-7.8702,1.7774
-16.8924,-7.9648,1.7273
-16.8787,-8.1600,1.9445
-16.8879,-8.2561,1.7985
-16.8847,-8.6365,1.8500
-16.9977,-7.0453,1.6391
-17.0018,-7.2441,1.5905
-16.9991,-7.5574,1.6217
-16.9958,-7.6629,1.6619
-16.9725,-8.1600,1.9394
-17.0796,-6.8790,1.8120
-17.0970,-7.1494,1.6464
-17.0987,-7.4555,1.6303
-17.0955,-7.5612,1.6608
-17.0958,-7.6615,1.6581
-17.0818,-7.7730,1.7913
-17.0897,-8.3564,1.7154
-17.0820,-8.4501,1.7887
-17.2024,-6.8180,1.6065
-17.2177,-7.1124,1.4853
-17.1913,-7.2601,1.6945
-17.1814,-7.5740,1.7730
-17.1775,-7.6757,1.8037
-17.2915,-6.8384,1.6923
-17.2911,-6.9453,1.6948
-17.2817,-7.3707,1.7587
-17.2997,-7.5549,1.6364
-17.2782,-7.6721,1.7823
-17.3823,-6.7438,1.7499
-17.4009,-6.8192,1.6400
-17.4032,-7.0303,1.6259
-17.3913,-7.1515,1.6966
-17.3831,-7.3658,1.7449
-17.3988,-7.7578,1.6523
-17.4928,-7.6592,1.6948
-16.1177,-7.9704,1.8466
-16.1142,-8.0638,1.7773
-16.1165,-8.4463,1.8215
-16.1239,-8.7163,1.9677
-16.2132,-7.8770,1.8696
-16.2077,-8.1600,1.6854
-16.2131,-8.3487,1.8655
-16.3075,-7.5925,1.8737
-16.3074,-7.6868,1.8639
-16.3094,-7.8909,2.0891
-16.3093,-7.9804,2.0804
-16.3063,-8.0631,1.7417
-16.3074,-8.1600,1.8640
-16.3067,-8.2559,1.7887
-16.3059,-8.5517,1.7006
-16.3079,-8.6271,1.9213
-16.4033,-8.1600,1.7310
-16.4022,-8.6380,1.8176
-16.5005,-6.8643,1.7273
-16.5035,-7.0501,1.6359
-16.5010,-7.1705,1.7130
-16.5080,-7.5448,1.4982
-16.4994,-7.6757,1.7598
-16.5018,-8.3562,1.6865
-16.6006,-6.9543,1.6764
-16.6080,-7.0261,1.5383
-16.6036,-7.3561,1.6195
-16.5952,-7.6769,1.7760
-16.5944,-7.7753,1.7910
-16.5904,-7.9711,1.8657
-16.5901,-8.3487,1.8706
-16.5933,-8.4469,1.8120
-16.7009,-6.7333,1.6535
-16.6889,-7.0892,1.8131
-16.7006,-7.1566,1.6580
-16.7022,-7.3580,1.6369
-16.6951,-7.4737,1.7313
-16.7044,-7.5572,1.6070
-16.6942,-7.6728,1.7427
-16.6746,-7.9767,2.0041
-16.6769,-8.0677,1.9738
-16.6944,-8.1600,1.7400
-16.6773,-8.2524,1.9688
-16.6837,-8.3484,1.8830
-16.6811,-8.4406,1.9183
-16.8047,-6.9328,1.6079
-16.7947,-7.1663,1.7121
-16.7893,-7.6746,1.7687
-16.7893,-7.7721,1.7679
-16.7844,-7.8726,1.8188
-16.7865,-7.9676,1.7969
-16.7799,-8.0653,1.8660
-16.7884,-8.1600,1.7781
-16.7956,-8.2581,1.7026
-16.7771,-8.4425,1.8953
-16.9030,-6.8284,1.6286
-16.8843,-7.0792,1.7888
-16.8979,-7.1556,1.6723
-16.9164,-7.3339,1.5145
-16.9028,-7.5577,1.6305
-16.8849,-7.6751,1.7831
-16.8856,-7.8694,1.7774
-16.8915,-7.9642,1.7268
-16.8662,-8.1600,1.9433
-16.8831,-8.2563,1.7987
-16.8759,-8.6368,1.8600
-17.0042,-7.0378,1.6264
-17.0093,-7.2402,1.5893
-17.0053,-7.5546,1.6183
-16.9992,-7.6610,1.6624
-16.9591,-8.1600,1.9522
-17.0760,-6.8724,1.8117
-17.1022,-7.1445,1.6479
-17.1051,-7.4518,1.6298
-17.0999,-7.5583,1.6624
-17.1005,-7.6590,1.6587
-17.0796,-7.7708,1.7893
-17.0914,-8.3574,1.7157
-17.0790,-8.4513,1.7932
-17.2111,-6.8100,1.6083
-17.2325,-7.1068,1.4903
-17.1955,-7.2544,1.6944
-17.1812,-7.5703,1.7730
-17.1758,-7.6726,1.8030
-17.3033,-6.8202,1.6631
-17.2957,-6.9377,1.7003
-17.2851,-7.3638,1.7526
-17.3088,-7.5503,1.6358
-17.2791,-7.6684,1.7822
-17.3857,-6.7331,1.7547
-17.4099,-6.8096,1.6469
-17.4145,-7.0207,1.6268
-17.3983,-7.1432,1.6985
-17.3863,-7.3601,1.7518
-17.4094,-7.7541,1.6494
-17.5023,-7.6544,1.6954
-16.1331,-7.9347,1.8440
-16.1257,-8.0292,1.8364
-16.1156,-8.1237,1.7776
-16.0974,-8.4083,1.8391
-16.2498,-7.6603,1.8758
-16.2016,-8.2284,1.6897
-16.1749,-8.6882,1.9463
-16.3236,-7.9594,2.0854
-16.3143,-8.0414,1.7397
-16.3084,-8.1382,1.8921
-16.3005,-8.2334,1.8040
-16.2706,-8.6238,1.7311
-16.5005,-6.8548,1.7308
-16.4405,-7.6581,1.7170
-16.4038,-8.1453,1.7354
-16.3667,-8.6122,1.9098
-16.5925,-6.9513,1.6760
-16.5877,-7.0417,1.6174
-16.5528,-7.5438,1.5323
-16.5358,-7.6696,1.7611
-16.5295,-7.7648,1.7380
-16.5019,-8.1526,1.6931
-16.4874,-8.3483,1.6879
-16.7082,-6.7396,1.6543
-16.6948,-6.9436,1.6204
-16.6731,-7.0932,1.8134
-16.6658,-7.1926,1.8104
